"BehaviorSpace results (NetLogo 7.0.4)","Lists version 2.0"
"JQIE.nlogox"
"Sat-add-sweep"
"08/09/2026 22:30:03:956 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","220","0","160"
"[reporter]","[run number]","use-r-seed?","sim-duration","display-ticks","average-employee?","sat-add","advance-notice?","minimum-hours?","schedule-swaps?","better-pay?","[step]","[0]","[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","[16]","[17]","[18]","[19]","[20]","[21]","[22]","[23]","[24]","[25]","[26]","[27]","[28]","[29]","[30]","[31]","[32]","[33]","[34]","[35]","[36]","[37]","[38]","[39]","[40]","[41]","[42]","[43]","[44]","[45]","[46]","[47]"
"KPI-EPI-lists company 1","95","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","27190","total-customers-helped","20470","total-sales-closed","9216","total-employee-revenues","1417139","ATS-for-employee-sales","153.76942274305554","total-non-employee-revenues","74234","ATS-for-non-employee-sales","81.66556655665566","total-gross-revenues","1491373","total-labor-costs","146113.335","cogs","742663","total-profits","748710.4649999994","gross-margin","50.2","EPIs:","","total-earnings","29222.667000000016","total-hours-scheduled","2178.9199999999996","total-hours-worked","2164.6420000000003","total-idle-time","22951.2","total-misc-task-time","41082.6","total-productivity","54022.6","total-rest-time","16543.2","total-revenues","283427.8","total-tardy-time","2315.2","total-sales-closed","1843.2"
"KPI-EPI-lists company 0","96","false","365","30","true","0.1","false","true","false","false","366","name","Fashion1","total-customer-visits","27115","total-customers-helped","22529","total-sales-closed","10125","total-employee-revenues","1636529","ATS-for-employee-sales","161.6324938271605","total-non-employee-revenues","51868","ATS-for-non-employee-sales","82.19968304278922","total-gross-revenues","1688397","total-labor-costs","164788.8","cogs","840148","total-profits","848249.4000000003","gross-margin","50.2","EPIs:","","total-earnings","32957.76","total-hours-scheduled","2205.04","total-hours-worked","2197.184","total-idle-time","23857.6","total-misc-task-time","48235.4","total-productivity","48582.2","total-rest-time","16867.2","total-revenues","327305.8","total-tardy-time","1295.6","total-sales-closed","2025"
"KPI-EPI-lists company 1","96","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","26946","total-customers-helped","20743","total-sales-closed","9388","total-employee-revenues","1453315","ATS-for-employee-sales","154.8056028973157","total-non-employee-revenues","73117","ATS-for-non-employee-sales","82.33896396396396","total-gross-revenues","1526432","total-labor-costs","147554.865","cogs","758128","total-profits","768304.335","gross-margin","50.3","EPIs:","","total-earnings","29510.972999999998","total-hours-scheduled","2201.42","total-hours-worked","2185.9980000000005","total-idle-time","23621.2","total-misc-task-time","42438.4","total-productivity","53567.2","total-rest-time","16600.4","total-revenues","290663","total-tardy-time","2193.6","total-sales-closed","1877.6"
"KPI-EPI-lists company 0","97","false","365","30","true","0.1","false","true","false","false","366","name","Fashion1","total-customer-visits","27044","total-customers-helped","22512","total-sales-closed","10121","total-employee-revenues","1634145","ATS-for-employee-sales","161.4608240292461","total-non-employee-revenues","52641","ATS-for-non-employee-sales","82.38028169014085","total-gross-revenues","1686786","total-labor-costs","164265.90000000008","cogs","838980","total-profits","847805.6999999993","gross-margin","50.3","EPIs:","","total-earnings","32853.18000000001","total-hours-scheduled","2198.5399999999995","total-hours-worked","2190.2119999999995","total-idle-time","23688","total-misc-task-time","47541","total-productivity","48979.4","total-rest-time","16809.2","total-revenues","326829","total-tardy-time","1303.2","total-sales-closed","2024.2"
"KPI-EPI-lists company 1","97","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","27086","total-customers-helped","20783","total-sales-closed","9459","total-employee-revenues","1461727","ATS-for-employee-sales","154.53293159953483","total-non-employee-revenues","75459","ATS-for-non-employee-sales","82.02065217391305","total-gross-revenues","1537186","total-labor-costs","147179.97000000006","cogs","762054","total-profits","775131.6300000001","gross-margin","50.4","EPIs:","","total-earnings","29435.994000000013","total-hours-scheduled","2193.3200000000006","total-hours-worked","2180.4440000000004","total-idle-time","23242.2","total-misc-task-time","42491.2","total-productivity","53419.2","total-rest-time","16588.4","total-revenues","292345.4","total-tardy-time","2003.8","total-sales-closed","1891.8"
"KPI-EPI-lists company 0","98","false","365","30","true","0.1","false","true","false","false","366","name","Fashion1","total-customer-visits","27505","total-customers-helped","23234","total-sales-closed","10434","total-employee-revenues","1693844","ATS-for-employee-sales","162.33889208357294","total-non-employee-revenues","51810","ATS-for-non-employee-sales","82.896","total-gross-revenues","1745654","total-labor-costs","164005.80000000005","cogs","862267","total-profits","883386.6000000007","gross-margin","50.6","EPIs:","","total-earnings","32801.16","total-hours-scheduled","2193.4199999999996","total-hours-worked","2186.744","total-idle-time","24065.8","total-misc-task-time","47255.4","total-productivity","48685.4","total-rest-time","17091.4","total-revenues","338768.8","total-tardy-time","1102.4","total-sales-closed","2086.8"
"KPI-EPI-lists company 1","98","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","27077","total-customers-helped","20687","total-sales-closed","9391","total-employee-revenues","1451771","ATS-for-employee-sales","154.59173676924715","total-non-employee-revenues","74185","ATS-for-non-employee-sales","81.79162072767365","total-gross-revenues","1525956","total-labor-costs","147719.29500000004","cogs","758102","total-profits","767854.3049999998","gross-margin","50.3","EPIs:","","total-earnings","29543.859000000008","total-hours-scheduled","2201.6800000000007","total-hours-worked","2188.434000000001","total-idle-time","23032.2","total-misc-task-time","43048.4","total-productivity","53412.2","total-rest-time","16597.8","total-revenues","290354.2","total-tardy-time","2086.4","total-sales-closed","1878.2"
"KPI-EPI-lists company 0","99","false","365","30","true","0.1","false","true","false","false","366","name","Fashion1","total-customer-visits","26693","total-customers-helped","22334","total-sales-closed","10063","total-employee-revenues","1624590","ATS-for-employee-sales","161.44191592964324","total-non-employee-revenues","50759","ATS-for-non-employee-sales","83.48519736842105","total-gross-revenues","1675349","total-labor-costs","163912.80000000005","cogs","834052","total-profits","841296.5999999999","gross-margin","50.2","EPIs:","","total-earnings","32782.56000000001","total-hours-scheduled","2192.959999999999","total-hours-worked","2185.5039999999995","total-idle-time","23941.6","total-misc-task-time","47815.4","total-productivity","48297.6","total-rest-time","16830.4","total-revenues","324918","total-tardy-time","1111.8","total-sales-closed","2012.6"
"KPI-EPI-lists company 1","99","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","26891","total-customers-helped","20382","total-sales-closed","9238","total-employee-revenues","1423403","ATS-for-employee-sales","154.0812946525222","total-non-employee-revenues","76802","ATS-for-non-employee-sales","82.49409237379162","total-gross-revenues","1500205","total-labor-costs","146793.46499999988","cogs","746875","total-profits","753329.5350000001","gross-margin","50.2","EPIs:","","total-earnings","29358.693000000017","total-hours-scheduled","2188.1800000000007","total-hours-worked","2174.718","total-idle-time","23407.4","total-misc-task-time","42320.6","total-productivity","53106.8","total-rest-time","16548.4","total-revenues","284680.6","total-tardy-time","2389.2","total-sales-closed","1847.6"
"KPI-EPI-lists company 0","100","false","365","30","true","0.1","false","true","false","false","366","name","Fashion1","total-customer-visits","26932","total-customers-helped","22706","total-sales-closed","10168","total-employee-revenues","1653035","ATS-for-employee-sales","162.57228560188827","total-non-employee-revenues","46800","ATS-for-non-employee-sales","82.3943661971831","total-gross-revenues","1699835","total-labor-costs","163922.7","cogs","843857","total-profits","855978.3000000003","gross-margin","50.4","EPIs:","","total-earnings","32784.54","total-hours-scheduled","2193.6000000000004","total-hours-worked","2185.636","total-idle-time","24105","total-misc-task-time","47893.6","total-productivity","48001.4","total-rest-time","17046.6","total-revenues","330607","total-tardy-time","1056.2","total-sales-closed","2033.6"
"KPI-EPI-lists company 1","100","false","365","30","true","0.1","false","true","false","false","366","name","Fashion2","total-customer-visits","26992","total-customers-helped","20542","total-sales-closed","9153","total-employee-revenues","1412476","ATS-for-employee-sales","154.31836556320332","total-non-employee-revenues","72359","ATS-for-non-employee-sales","82.22613636363636","total-gross-revenues","1484835","total-labor-costs","147465.4949999999","cogs","741399","total-profits","743435.5050000012","gross-margin","50.1","EPIs:","","total-earnings","29493.09900000001","total-hours-scheduled","2197.040000000001","total-hours-worked","2184.6740000000004","total-idle-time","23404.8","total-misc-task-time","42618.4","total-productivity","53397.2","total-rest-time","16562.6","total-revenues","282495.2","total-tardy-time","2075.4","total-sales-closed","1830.6"
"KPI-EPI-lists company 0","101","false","365","30","true","0.15","false","true","false","false","366","name","Fashion1","total-customer-visits","27145","total-customers-helped","23109","total-sales-closed","10494","total-employee-revenues","1709838","ATS-for-employee-sales","162.93481989708405","total-non-employee-revenues","47050","ATS-for-non-employee-sales","84.47037701974865","total-gross-revenues","1756888","total-labor-costs","164219.84999999995","cogs","866975","total-profits","889912.9500000004","gross-margin","50.7","EPIs:","","total-earnings","32843.97000000001","total-hours-scheduled","2196.3799999999997","total-hours-worked","2189.598","total-idle-time","23633.4","total-misc-task-time","47796.4","total-productivity","48558","total-rest-time","17075.6","total-revenues","341967.6","total-tardy-time","974.4","total-sales-closed","2098.8"
"KPI-EPI-lists company 1","101","false","365","30","true","0.15","false","true","false","false","366","name","Fashion2","total-customer-visits","26904","total-customers-helped","19382","total-sales-closed","8738","total-employee-revenues","1312186","ATS-for-employee-sales","150.17006179903868","total-non-employee-revenues","84741","ATS-for-non-employee-sales","82.4328793774319","total-gross-revenues","1396927","total-labor-costs","147394.34999999995","cogs","706165","total-profits","690761.8500000003","gross-margin","49.4","EPIs:","","total-earnings","29478.870000000006","total-hours-scheduled","2200.3199999999997","total-hours-worked","2183.62","total-idle-time","23427.2","total-misc-task-time","40321.2","total-productivity","55241.6","total-rest-time","16662.6","total-revenues","262437.2","total-tardy-time","2755.8","total-sales-closed","1747.6"
"KPI-EPI-lists company 0","102","false","365","30","true","0.15","false","true","false","false","366","name","Fashion1","total-customer-visits","26768","total-customers-helped","22758","total-sales-closed","10146","total-employee-revenues","1650272","ATS-for-employee-sales","162.65247388133255","total-non-employee-revenues","46032","ATS-for-non-employee-sales","82.2","total-gross-revenues","1696304","total-labor-costs","163329.30000000002","cogs","841851","total-profits","854453.1000000003","gross-margin","50.4","EPIs:","","total-earnings","32665.860000000004","total-hours-scheduled","2183.8599999999997","total-hours-worked","2177.7239999999997","total-idle-time","24029","total-misc-task-time","48226.2","total-productivity","47346","total-rest-time","16963","total-revenues","330054.4","total-tardy-time","1000.2","total-sales-closed","2029.2"
